short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country,image_link
M. Cornet,Gnaly Maxwel Cornet,215798,78,79,25,179,69,17.0,63.0,87.0,76.0,71.0,77.0,67.0,77.0,"LM, CF",Left,Côte d'Ivoire,Premier League,3,4,2,West Ham United,79.0,6.0,Balanced,Forward Runs,73,6.0,England,https://cdn.sofifa.net/players/215/798/23_360.png
Paulinho,João Paulo Dias Fernandes,216531,78,78,29,187,88,14.0,18.0,67.0,77.0,65.0,75.0,43.0,81.0,ST,Left,Portugal,Liga Portugal,3,4,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,71,3.1,Portugal,https://cdn.sofifa.net/players/216/531/23_360.png
G. Simeone,Giovanni Pablo Simeone,216816,78,79,26,181,81,17.0,33.0,77.0,79.0,64.0,75.0,41.0,76.0,ST,Right,Argentina,Serie A,3,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,76,12.5,Italy,https://cdn.sofifa.net/players/216/816/23_360.png
J. Palomino,José Luis Palomino,217196,78,78,32,188,87,9.0,44.0,43.0,32.0,55.0,59.0,80.0,84.0,CB,Left,Argentina,Serie A,2,3,2,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,73,3.9,Italy,https://cdn.sofifa.net/players/217/196/23_360.png
D. Djené,Djené Dakonam Ortega,217940,78,78,30,178,72,11.5,28.0,67.0,38.0,62.0,62.0,79.0,76.0,CB,Right,Togo,La Liga,2,4,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,70,1.9,Spain,https://cdn.sofifa.net/players/217/940/23_360.png
G. Maripán,Guillermo Alfonso Maripán Loaysa,219145,78,80,28,190,83,14.0,48.0,33.0,42.0,58.0,53.0,79.0,79.0,CB,Right,Chile,Ligue 1,2,2,1,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,74,6.0,France,https://cdn.sofifa.net/players/219/145/23_360.png
C. Lenglet,Clément Nicolas Laurent Lenglet,220440,78,80,27,186,81,15.0,105.0,68.0,45.0,69.0,64.0,77.0,76.0,CB,Left,France,Premier League,2,4,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,79,14.5,England,https://cdn.sofifa.net/players/220/440/23_360.png
S. Benrahma,Mohamed Saïd Benrahma,220621,78,78,26,172,67,15.5,66.0,75.0,73.0,75.0,82.0,40.0,57.0,"LM, CAM",Right,Algeria,Premier League,4,4,1,West Ham United,79.0,6.0,Balanced,Forward Runs,68,1.3,England,https://cdn.sofifa.net/players/220/621/23_360.png
M. Oršić,Mislav Oršić,221174,78,78,29,179,69,14.0,63.0,89.0,83.0,72.0,76.0,59.0,63.0,"LW, LM, ST",Right,Croatia,Premier League,3,4,2,Southampton,75.0,4.0,Balanced,Balanced,75,8.5,England,https://cdn.sofifa.net/players/221/174/23_360.png
Pablo Maffeo,Pablo Carmine Maffeo Becerra,221342,78,83,24,172,70,20.0,23.0,83.0,52.0,68.0,78.0,75.0,68.0,"RWB, RB",Right,Spain,La Liga,3,3,1,Mallorca,75.0,3.0,Balanced,Balanced,72,5.0,Spain,https://cdn.sofifa.net/players/221/342/23_360.png
D. van de Beek,Donny van de Beek,221363,78,83,25,184,74,20.5,95.0,65.0,77.0,75.0,78.0,71.0,71.0,"CM, CAM, CDM",Right,Netherlands,Premier League,3,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,76,11.5,England,https://cdn.sofifa.net/players/221/363/23_360.png
N. Elvedi,Nico Elvedi,221491,78,81,25,189,84,16.5,27.0,70.0,39.0,64.0,68.0,79.0,78.0,CB,Right,Switzerland,Bundesliga,2,3,2,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,74,8.0,Germany,https://cdn.sofifa.net/players/221/491/23_360.png
J. Staněk,Jindřich Staněk,221909,78,80,26,191,93,13.0,1.0,36.0,68.0,68.0,75.0,80.0,78.0,GK,Right,Czech Republic,Fortuna Liga,1,3,1,Viktoria Plzeň,73.0,9.0,Balanced,Direct Passing,0,0.0,Unknown,https://cdn.sofifa.net/players/221/909/23_360.png
B. Embolo,Breel-Donald Embolo,222357,78,81,25,187,88,19.0,52.0,84.0,76.0,70.0,74.0,51.0,82.0,ST,Right,Switzerland,Ligue 1,3,4,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,76,14.0,France,https://cdn.sofifa.net/players/222/357/23_360.png
T. Castagne,Timothy Castagne,222501,78,79,26,185,80,15.0,69.0,76.0,58.0,71.0,75.0,75.0,72.0,"RB, RWB",Right,Belgium,Premier League,3,3,1,Leicester City,79.0,6.0,Balanced,Possession,72,3.7,England,https://cdn.sofifa.net/players/222/501/23_360.png
F. Cervi,Franco Emanuel Cervi,223061,78,78,28,165,62,14.0,27.0,88.0,67.0,72.0,80.0,55.0,54.0,"LM, RM",Left,Argentina,La Liga,4,3,2,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,78,14.5,Spain,https://cdn.sofifa.net/players/223/061/23_360.png
G. Arias,Gabriel Arias Arroyo,223249,78,78,34,188,82,2.4,16.0,42.0,73.0,73.0,74.0,79.0,78.0,GK,Right,Chile,Liga Profesional,1,3,1,Racing Club,74.0,9.0,Balanced,Possession,68,0.6,Unknown,https://cdn.sofifa.net/players/223/249/23_360.png
S. Becker,Sheraldo Becker,223790,78,78,27,180,77,15.0,36.0,95.0,77.0,68.0,78.0,35.0,68.0,"ST, RM",Right,Suriname,Bundesliga,3,2,1,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,67,1.1,Germany,https://cdn.sofifa.net/players/223/790/23_360.png
V. Rongier,Valentin Rongier,223874,78,78,27,172,70,15.0,40.0,72.0,66.0,76.0,77.0,77.0,79.0,"CM, CDM",Right,France,Ligue 1,3,4,2,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,78,14.0,France,https://cdn.sofifa.net/players/223/874/23_360.png
V. Rongier,Valentin Rongier,223874,78,78,27,172,70,15.0,40.0,72.0,66.0,76.0,77.0,77.0,79.0,"CM, CDM",Right,France,Ligue 1,3,4,2,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,78,14.0,France,https://cdn.sofifa.net/players/223/874/23_360.png
A. Nübel,Alexander Nübel,223885,78,83,25,193,88,16.5,39.0,48.0,70.0,70.0,71.0,76.0,75.0,GK,Right,Germany,Ligue 1,1,5,1,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,64,0.82,France,https://cdn.sofifa.net/players/223/885/23_360.png
Sergio Herrera,Sergio Herrera Pirón,224003,78,79,29,192,82,11.0,24.0,47.0,73.0,73.0,77.0,75.0,79.0,GK,Right,Spain,La Liga,1,3,1,Osasuna,76.0,5.0,Balanced,Forward Runs,71,2.4,Spain,https://cdn.sofifa.net/players/224/003/23_360.png
M. Lopez,Maxime Lopez,224030,78,81,24,167,58,19.0,30.0,72.0,71.0,79.0,82.0,67.0,57.0,"CM, CDM",Right,France,Serie A,4,3,1,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,74,8.5,Italy,https://cdn.sofifa.net/players/224/030/23_360.png
M. Schwäbe,Marvin Schwäbe,224041,78,81,27,190,86,14.0,23.0,47.0,78.0,78.0,74.0,75.0,79.0,GK,Right,Germany,Bundesliga,1,3,1,FC Köln,74.0,4.0,Press After Possession Loss,Direct Passing,69,1.1,Germany,https://cdn.sofifa.net/players/224/041/23_360.png
J. Andersen,Joachim Andersen,224221,78,81,26,192,90,16.5,51.0,53.0,50.0,69.0,66.0,77.0,80.0,CB,Right,Denmark,Premier League,2,3,2,Crystal Palace,76.0,4.0,Balanced,Balanced,69,1.3,England,https://cdn.sofifa.net/players/224/221/23_360.png
I. Provedel,Ivan Provedel,224987,78,79,28,192,84,11.0,38.0,42.0,76.0,76.0,76.0,76.0,81.0,GK,Right,Italy,Serie A,1,2,1,Lazio,79.0,7.0,Press After Possession Loss,Possession,67,0.75,Italy,https://cdn.sofifa.net/players/224/987/23_360.png
D. Ćaleta-Car,Duje Ćaleta-Car,225263,78,82,25,192,89,17.5,48.0,58.0,39.0,59.0,62.0,79.0,80.0,CB,Right,Croatia,Premier League,2,3,2,Southampton,75.0,4.0,Balanced,Balanced,71,2.8,England,https://cdn.sofifa.net/players/225/263/23_360.png
A. Diallo,Abdou Diallo,225711,78,81,26,187,79,16.5,65.0,72.0,39.0,71.0,74.0,78.0,76.0,"CB, LB",Left,Senegal,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,68,1.3,Germany,https://cdn.sofifa.net/players/225/711/23_360.png
M. Niakhaté,Moussa Niakhaté,225859,78,80,26,190,85,15.5,57.0,79.0,42.0,65.0,67.0,79.0,77.0,CB,Left,Senegal,Premier League,2,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,66,0.98,England,https://cdn.sofifa.net/players/225/859/23_360.png
K. Walker-Peters,Kyle Walker-Peters,227927,78,83,25,173,62,19.0,48.0,76.0,43.0,68.0,76.0,74.0,71.0,"RB, LB",Right,England,Premier League,3,4,1,Southampton,75.0,4.0,Balanced,Balanced,65,1.1,England,https://cdn.sofifa.net/players/227/927/23_360.png
Nélson Semedo,Nélson Cabral Semedo,227928,78,78,28,177,69,12.5,72.0,83.0,57.0,69.0,79.0,73.0,73.0,"RB, RWB",Right,Portugal,Premier League,4,3,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,81,20.5,England,https://cdn.sofifa.net/players/227/928/23_360.png
Pedraza,Alfonso Pedraza Sag,228302,78,80,26,184,73,16.0,31.0,81.0,72.0,72.0,76.0,74.0,75.0,"LB, LM",Left,Spain,La Liga,3,2,1,Villarreal,80.0,8.0,Balanced,Balanced,72,4.3,Spain,https://cdn.sofifa.net/players/228/302/23_360.png
F. Grillitsch,Florian Grillitsch,228336,78,80,26,187,77,15.5,17.0,65.0,60.0,78.0,77.0,75.0,66.0,"CDM, CB, CM",Right,Austria,Eredivisie,3,3,2,Ajax,78.0,10.0,Balanced,Possession,74,7.5,Netherlands,https://cdn.sofifa.net/players/228/336/23_360.png
E. Audero,Emil Audero Mulyadi,228413,78,81,25,192,83,14.5,16.0,53.0,73.0,73.0,74.0,76.0,80.0,GK,Right,Italy,Serie A,1,2,1,Sampdoria,73.0,4.0,Balanced,Direct Passing,67,0.95,Italy,https://cdn.sofifa.net/players/228/413/23_360.png
Robert Sánchez,Robert Lynch Sánchez,228789,78,82,24,197,85,16.0,39.0,45.0,73.0,73.0,76.0,78.0,79.0,GK,Right,Spain,Premier League,1,4,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,55,0.16,England,https://cdn.sofifa.net/players/228/789/23_360.png
A. Disasi,Axel Arthur Disasi,229942,78,83,24,190,86,19.0,39.0,53.0,29.0,53.0,55.0,79.0,82.0,CB,Right,France,Ligue 1,2,2,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,59,0.26,France,https://cdn.sofifa.net/players/229/942/23_360.png
C. Montes,César Jasib Montes Castro,229980,78,83,25,191,70,18.5,19.0,62.0,44.0,63.0,65.0,79.0,78.0,CB,Right,Mexico,La Liga,2,3,1,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,74,7.0,Spain,https://cdn.sofifa.net/players/229/980/23_360.png
J. Aidoo,Joseph Aidoo,230021,78,81,26,184,80,16.5,24.0,75.0,27.0,48.0,50.0,76.0,88.0,CB,Right,Ghana,La Liga,2,2,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,67,0.92,Spain,https://cdn.sofifa.net/players/230/021/23_360.png
L. Nmecha,Lukas Nmecha,230084,78,83,23,185,80,21.5,44.0,82.0,77.0,66.0,77.0,40.0,77.0,ST,Right,Germany,Bundesliga,3,4,1,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,0,0.0,Germany,https://cdn.sofifa.net/players/230/084/23_360.png
Gerson Armão,Gérson Adriano Gutierres Serra,230183,78,78,22,186,73,15.0,24.0,79.0,67.0,71.0,71.0,74.0,78.0,"LB, LWB, LM",Left,Brazil,Serie A,3,5,1,Internacional,74.0,7.0,Balanced,Direct Passing,77,6.5,Italy,https://cdn.sofifa.net/players/230/183/23_360.png
Wellington Sabrão,Wellingt. Edson Sabrão Rolim,230206,78,78,34,169,66,5.0,37.0,92.0,56.0,68.0,73.0,72.0,69.0,"RB, LB",Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,73,1.6,Italy,https://cdn.sofifa.net/players/230/206/23_360.png
Zervandro,A. Zervandro Chiamuloira Paes,230212,78,78,22,182,79,14.5,24.0,68.0,48.0,60.0,54.0,79.0,75.0,"CB, LB",Left,Brazil,Serie A,2,3,1,Internacional,74.0,7.0,Balanced,Direct Passing,76,6.0,Italy,https://cdn.sofifa.net/players/230/212/23_360.png
Pedrão Tofico,Pedro Tofico Dourado Hermes,230285,78,78,26,190,88,13.5,37.0,58.0,29.0,63.0,58.0,77.0,84.0,CB,Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,67,0.48,Italy,https://cdn.sofifa.net/players/230/285/23_360.png
Hediselton,Hediselton Simão Resende,230360,78,78,22,176,75,15.0,16.0,78.0,71.0,71.0,76.0,74.0,74.0,"RB, RM, CM",Right,Brazil,Serie A,4,3,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,77,6.5,Italy,https://cdn.sofifa.net/players/230/360/23_360.png
Albertinho Dutra,Alberto Marcelo Dutra Cirino,230385,78,78,30,175,72,13.5,43.0,81.0,72.0,81.0,80.0,23.0,50.0,"LW, LM",Left,Brazil,Serie A,4,3,1,São Paulo,73.0,9.0,Pressure On Heavy Touch,Possession,0,0.0,Italy,https://cdn.sofifa.net/players/230/385/23_360.png
Guilson Paiva,G. Pierre Paiva Souza,230406,78,78,26,173,72,15.5,40.0,83.0,69.0,75.0,78.0,42.0,68.0,"RM, RW",Right,Brazil,Serie A,3,4,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy,https://cdn.sofifa.net/players/230/406/23_360.png
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,230426,78,78,22,170,60,16.5,35.0,83.0,72.0,75.0,78.0,52.0,48.0,"CM, CAM",Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy,https://cdn.sofifa.net/players/230/426/23_360.png
Fredditinho,Fred Claudinei Tófoli Vilela,230440,78,78,34,188,87,7.0,43.0,73.0,80.0,63.0,74.0,39.0,76.0,ST,Right,Brazil,Serie A,2,1,1,Palmeiras,76.0,8.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy,https://cdn.sofifa.net/players/230/440/23_360.png
Jason Bardeira,Jason Bardeira Cunha,230442,78,78,22,187,85,17.0,31.0,73.0,82.0,62.0,70.0,31.0,75.0,ST,Right,Brazil,Serie A,2,3,1,Corinthians,73.0,8.0,Balanced,Balanced,0,0.0,Italy,https://cdn.sofifa.net/players/230/442/23_360.png
Jonatão Praz,Jonathan Prazeres Conradi,230460,78,78,22,172,70,16.5,38.0,78.0,69.0,77.0,79.0,45.0,54.0,LW,Left,Brazil,Serie A,4,4,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,69,0.65,Italy,https://cdn.sofifa.net/players/230/460/23_360.png
A. Lookman,Ademola Lookman,230899,78,81,24,174,71,19.0,42.0,85.0,75.0,69.0,82.0,29.0,60.0,"LM, RM",Right,Nigeria,Serie A,4,4,1,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,64,0.98,Italy,https://cdn.sofifa.net/players/230/899/23_360.png
P. Lienhart,Philipp Lienhart,231366,78,80,25,189,83,15.5,27.0,70.0,28.0,56.0,62.0,80.0,74.0,CB,Right,Austria,Bundesliga,2,3,2,SC Freiburg,76.0,4.0,Balanced,Possession,65,0.85,Germany,https://cdn.sofifa.net/players/231/366/23_360.png
Brahim,Brahim Abdelkader Díaz,231410,78,86,22,171,59,31.5,110.0,78.0,69.0,76.0,82.0,30.0,50.0,CAM,Right,Spain,Serie A,4,5,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,66,1.3,Italy,https://cdn.sofifa.net/players/231/410/23_360.png
D. Malen,Donyell Malen,231447,78,83,23,178,77,21.5,42.0,89.0,77.0,72.0,83.0,35.0,72.0,"ST, LM",Right,Netherlands,Bundesliga,4,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany,https://cdn.sofifa.net/players/231/447/23_360.png
J. Karlsson,Karl Jesper Karlsson,231836,78,83,23,178,68,21.0,13.0,83.0,77.0,72.0,83.0,35.0,61.0,LW,Right,Sweden,Eredivisie,5,3,2,AZ,74.0,8.0,Press After Possession Loss,Possession,60,0.42,Netherlands,https://cdn.sofifa.net/players/231/836/23_360.png
F. Aursnes,Fredrik Aursnes,231913,78,79,26,179,71,16.5,16.0,75.0,65.0,77.0,79.0,74.0,80.0,"CM, CDM",Right,Norway,Liga Portugal,3,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,65,0.88,Portugal,https://cdn.sofifa.net/players/231/913/23_360.png
Ç. Söyüncü,Çağlar Söyüncü,232119,78,80,26,185,82,15.5,69.0,71.0,46.0,60.0,65.0,77.0,78.0,CB,Right,Turkey,Premier League,2,4,1,Leicester City,79.0,6.0,Balanced,Possession,74,8.0,England,https://cdn.sofifa.net/players/232/119/23_360.png
J. Bijlow,Justin Bijlow,232229,78,85,24,188,76,24.0,8.0,58.0,78.0,78.0,75.0,74.0,80.0,GK,Right,Netherlands,Eredivisie,1,2,2,Feyenoord,75.0,8.0,Press After Possession Loss,Balanced,67,1.1,Netherlands,https://cdn.sofifa.net/players/232/229/23_360.png
Caio Henrique,Caio Henrique Oliveira Silva,232440,78,82,24,178,70,18.5,39.0,77.0,58.0,77.0,78.0,73.0,62.0,"LB, LWB",Left,Brazil,Ligue 1,3,2,1,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,67,1.6,France,https://cdn.sofifa.net/players/232/440/23_360.png
R. Doan,堂安 律,232639,78,82,24,172,70,20.0,27.0,79.0,71.0,75.0,82.0,40.0,59.0,"RM, CAM",Left,Japan,Bundesliga,4,3,1,SC Freiburg,76.0,4.0,Balanced,Possession,68,1.6,Germany,https://cdn.sofifa.net/players/232/639/23_360.png
J. Ito,伊东 纯也,232905,78,78,29,177,68,14.0,30.0,89.0,71.0,73.0,78.0,58.0,70.0,"RW, CF",Right,Japan,Ligue 1,4,4,1,Reims,72.0,4.0,Balanced,Forward Runs,73,5.0,France,https://cdn.sofifa.net/players/232/905/23_360.png
T. Adams,Tyler Shaan Adams,232999,78,82,23,175,72,18.5,34.0,81.0,48.0,68.0,74.0,76.0,76.0,"CDM, CM",Right,United States,Premier League,3,3,2,Leeds United,76.0,3.0,Press After Possession Loss,Forward Runs,66,1.2,England,https://cdn.sofifa.net/players/232/999/23_360.png
Zubeldia,Igor Zubeldía Elorza,233738,78,82,25,181,73,17.5,29.0,65.0,63.0,75.0,70.0,78.0,79.0,CB,Right,Spain,La Liga,2,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,70,2.8,Spain,https://cdn.sofifa.net/players/233/738/23_360.png
S. Villa,Sebastián Villa Cano,233959,78,79,26,179,71,16.5,21.0,94.0,74.0,69.0,79.0,32.0,67.0,"LW, RW",Right,Colombia,Liga Profesional,4,3,1,Boca Juniors,75.0,10.0,Balanced,Forward Runs,61,0.45,Unknown,https://cdn.sofifa.net/players/233/959/23_360.png
Odriozola,Álvaro Odriozola Arzalluz,234035,78,79,26,176,66,15.0,115.0,82.0,55.0,71.0,75.0,74.0,65.0,RB,Right,Spain,La Liga,3,3,1,Real Madrid,85.0,10.0,Balanced,Balanced,74,8.0,Spain,https://cdn.sofifa.net/players/234/035/23_360.png
Florentino,Florentino Ibrain Morris Luís,234569,78,85,22,184,74,27.0,12.0,58.0,44.0,64.0,71.0,79.0,74.0,"CDM, CM",Right,Portugal,Liga Portugal,2,2,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/234/569/23_360.png
H. Aouar,Houssem Aouar,234906,78,83,24,175,70,21.0,52.0,71.0,69.0,77.0,83.0,64.0,68.0,"CAM, LM, CM",Right,France,Ligue 1,4,3,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,67,1.6,France,https://cdn.sofifa.net/players/234/906/23_360.png
W. Faes,Wout Felix Lina Faes,235036,78,82,24,187,82,18.0,59.0,56.0,39.0,56.0,60.0,79.0,78.0,CB,Right,Belgium,Premier League,2,3,1,Leicester City,79.0,6.0,Balanced,Possession,66,0.95,England,https://cdn.sofifa.net/players/235/036/23_360.png
Lucas Veríssimo,Lucas Veríssimo da Silva,235688,78,81,26,188,84,16.5,14.0,80.0,39.0,57.0,63.0,78.0,79.0,CB,Right,Brazil,Liga Portugal,2,2,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/235/688/23_360.png
C. Ünder,Cengiz Ünder,235889,78,81,24,173,66,19.0,38.0,79.0,75.0,77.0,78.0,38.0,51.0,"RW, RM",Left,Turkey,Ligue 1,4,4,1,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,74,8.5,France,https://cdn.sofifa.net/players/235/889/23_360.png
Douglas Luiz,Douglas Luiz Soares de Paulo,236499,78,82,24,175,66,18.5,59.0,67.0,69.0,82.0,78.0,73.0,71.0,"CDM, CM",Right,Brazil,Premier League,3,2,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,73,7.0,England,https://cdn.sofifa.net/players/236/499/23_360.png
O. Wijndal,Owen Wijndal,236572,78,82,22,176,65,19.0,15.0,82.0,53.0,76.0,77.0,73.0,72.0,LB,Left,Netherlands,Eredivisie,3,2,2,Ajax,78.0,10.0,Balanced,Possession,62,0.52,Netherlands,https://cdn.sofifa.net/players/236/572/23_360.png
J. Pavlenka,Jiří Pavlenka,236583,78,78,30,196,81,9.5,21.0,36.0,61.0,61.0,75.0,69.0,80.0,GK,Right,Czech Republic,Bundesliga,1,3,2,Werder Bremen,73.0,2.0,Pressure On Heavy Touch,Balanced,74,5.5,Germany,https://cdn.sofifa.net/players/236/583/23_360.png
M. Kean,Moise Bioty Kean,236610,78,86,22,182,72,32.0,41.0,85.0,76.0,58.0,76.0,40.0,75.0,"ST, LW",Right,Italy,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,64,0.9,Italy,https://cdn.sofifa.net/players/236/610/23_360.png
C. Gallagher,Conor Gallagher,238216,78,85,22,182,74,28.5,81.0,74.0,76.0,74.0,77.0,67.0,74.0,CM,Right,England,Premier League,3,2,1,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/238/216/23_360.png
A. Haidara,Amadou Haïdara,238463,78,82,24,175,72,20.0,43.0,70.0,72.0,76.0,80.0,69.0,71.0,"CM, CDM, RM",Right,Mali,Bundesliga,3,2,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,61,0.52,Germany,https://cdn.sofifa.net/players/238/463/23_360.png
Pedro Neto,Pedro Lomba Neto,238616,78,83,22,172,62,21.5,72.0,85.0,74.0,69.0,81.0,31.0,58.0,"LW, RW, ST",Left,Portugal,Premier League,4,4,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,63,0.75,England,https://cdn.sofifa.net/players/238/616/23_360.png
M. Gómez,Maximiliano Gómez González,239207,78,80,25,186,84,18.0,40.0,63.0,78.0,68.0,73.0,32.0,82.0,ST,Right,Uruguay,Super Lig,3,3,1,Trabzonspor,76.0,6.0,Balanced,Possession,73,6.0,Turkey,https://cdn.sofifa.net/players/239/207/23_360.png
Galeno,Wenderson Rodrigues do Nascimento Galeno,239482,78,81,24,179,62,19.0,14.0,92.0,74.0,67.0,82.0,38.0,68.0,LM,Right,Brazil,Liga Portugal,4,3,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,68,1.5,Portugal,https://cdn.sofifa.net/players/239/482/23_360.png
M. Pessina,Matteo Pessina,239613,78,81,25,187,77,18.5,46.0,72.0,70.0,77.0,79.0,71.0,71.0,"CAM, CM, CF",Left,Italy,Serie A,3,2,2,Monza,75.0,3.0,Balanced,Possession,59,0.35,Italy,https://cdn.sofifa.net/players/239/613/23_360.png
D. Frattesi,Davide Frattesi,239807,78,87,22,178,74,31.5,30.0,79.0,71.0,76.0,80.0,65.0,69.0,"CM, CDM",Right,Italy,Serie A,3,4,1,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,63,0.72,Italy,https://cdn.sofifa.net/players/239/807/23_360.png
A. Mac Allister,Alexis Mac Allister,239837,78,83,23,176,72,21.0,56.0,69.0,78.0,80.0,78.0,67.0,69.0,"CM, CAM",Right,Argentina,Premier League,3,3,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,61,0.52,England,https://cdn.sofifa.net/players/239/837/23_360.png
S. Kalajdžić,Saša Kalajdžić,239901,78,81,24,200,93,19.5,72.0,63.0,75.0,68.0,73.0,46.0,70.0,ST,Right,Austria,Premier League,3,3,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,58,0.27,England,https://cdn.sofifa.net/players/239/901/23_360.png
N. De la Cruz,Diego Nicolás De La Cruz Arcosa,240699,78,79,25,167,65,16.5,19.0,85.0,76.0,78.0,82.0,70.0,69.0,"CM, LM, CAM",Right,Uruguay,Liga Profesional,4,4,1,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,63,0.7,Unknown,https://cdn.sofifa.net/players/240/699/23_360.png
C. Hudson-Odoi,Callum Hudson-Odoi,240740,78,84,21,182,76,22.5,69.0,81.0,68.0,75.0,82.0,48.0,59.0,"LM, CAM, RM",Right,England,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/240/740/23_360.png
Junior Messias,Junior Walter Messias,240938,78,78,31,179,70,11.5,65.0,84.0,73.0,73.0,81.0,49.0,60.0,"RW, RM",Left,Brazil,Serie A,3,3,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,60,0.26,Italy,https://cdn.sofifa.net/players/240/938/23_360.png
N. Vlašić,Nikola Vlašić,241095,78,81,24,178,79,19.5,63.0,79.0,76.0,75.0,81.0,47.0,69.0,"CF, LM, CAM",Right,Croatia,Serie A,3,5,2,Torino,74.0,5.0,Balanced,Forward Runs,67,1.6,Italy,https://cdn.sofifa.net/players/241/095/23_360.png
M. Guéhi,Addji Keaninkin Marc-Israel Guéhi,241159,78,86,21,182,82,29.5,36.0,73.0,39.0,58.0,68.0,79.0,75.0,CB,Right,England,Premier League,2,4,1,Crystal Palace,76.0,4.0,Balanced,Balanced,0,0.0,England,https://cdn.sofifa.net/players/241/159/23_360.png
E. Elmas,Eljif Elmas,241390,78,85,22,184,74,28.5,44.0,76.0,71.0,74.0,83.0,66.0,69.0,"CAM, CM, LW",Right,North Macedonia,Serie A,4,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/241/390/23_360.png
